CONS_NO,FLAG,DATE,CONSUMPTION,anomaly_type,source_consumer
CUST_0014SYN1flatline,1,2014-01-16,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-17,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-18,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-19,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-20,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-21,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-22,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-23,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-24,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-25,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-26,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-27,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-28,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-29,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-30,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-01,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-02,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-03,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-04,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-05,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-06,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-07,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-08,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-09,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-10,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-11,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-12,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-13,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-14,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-15,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-16,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-17,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-18,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-19,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-20,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-21,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-22,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-23,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-24,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-25,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-26,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-27,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-28,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-29,0.2,flatline,CUST_0014
CUST_0014SYN2flatline,1,2014-01-30,0.2,flatline,CUST_0014
CUST_0016SYN1periodic_cut,1,2014-01-01,0.0,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-02,12.15,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-03,13.84,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-04,10.96,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-05,7.46,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-06,13.08,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-07,4.92,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-08,0.0,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-09,2.7,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-10,5.3,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-11,3.64,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-12,10.86,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-13,8.4,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-14,7.57,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-15,0.0,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-16,10.47,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-17,0.71,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-18,9.67,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-19,4.85,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-20,13.97,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-21,6.78,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-22,0.0,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-23,7.44,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-24,14.9,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-25,5.36,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-26,0.49,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-27,14.18,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-28,6.11,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-29,0.0,periodic_cut,CUST_0016
CUST_0016SYN1periodic_cut,1,2014-01-30,7.16,periodic_cut,CUST_0016
CUST_0016SYN2flatline,1,2014-01-01,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-02,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-03,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-04,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-05,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-06,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-07,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-08,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-09,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-10,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-11,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-12,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-13,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-14,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-15,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-16,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-17,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-18,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-19,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-20,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-21,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-22,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-23,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-24,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-25,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-26,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-27,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-28,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-29,0.2,flatline,CUST_0016
CUST_0016SYN2flatline,1,2014-01-30,0.2,flatline,CUST_0016
CUST_0019SYN1spike_burst,1,2014-01-01,6.54,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-02,10.3,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-03,0.77,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-04,5.44,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-05,0.48,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-06,13.4,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-07,5.52,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-08,3.64,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-09,84.36,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-10,13.32,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-11,9.78,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-12,58.32000000000001,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-13,8.59,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-14,10.56,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-15,9.38,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-16,2.43,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-17,7.17,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-18,14.11,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-19,12.24,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-20,67.74,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-21,10.12,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-22,10.62,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-23,0.94,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-24,14.54,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-25,14.62,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-26,88.86,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-27,6.81,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-28,68.1,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-29,7.43,spike_burst,CUST_0019
CUST_0019SYN1spike_burst,1,2014-01-30,2.97,spike_burst,CUST_0019
CUST_0019SYN2flatline,1,2014-01-01,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-02,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-03,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-04,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-05,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-06,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-07,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-08,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-09,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-10,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-11,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-12,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-13,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-14,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-15,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-16,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-17,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-18,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-19,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-20,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-21,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-22,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-23,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-24,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-25,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-26,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-27,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-28,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-29,0.2,flatline,CUST_0019
CUST_0019SYN2flatline,1,2014-01-30,0.2,flatline,CUST_0019
