CONS_NO,FLAG,DATE,CONSUMPTION
CUST_0006SYN1meter_tamper,1,2014-01-02,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-03,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-04,0.484
CUST_0006SYN1meter_tamper,1,2014-01-05,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-06,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-07,0.484
CUST_0006SYN1meter_tamper,1,2014-01-08,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-09,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-10,0.484
CUST_0006SYN1meter_tamper,1,2014-01-11,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-12,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-13,0.484
CUST_0006SYN1meter_tamper,1,2014-01-14,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-15,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-16,0.484
CUST_0006SYN1meter_tamper,1,2014-01-17,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-18,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-19,0.484
CUST_0006SYN1meter_tamper,1,2014-01-20,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-21,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-22,0.484
CUST_0006SYN1meter_tamper,1,2014-01-23,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-24,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-25,0.484
CUST_0006SYN1meter_tamper,1,2014-01-26,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-27,1.9940000000000002
CUST_0006SYN1meter_tamper,1,2014-01-28,0.484
CUST_0006SYN1meter_tamper,1,2014-01-29,2.3600000000000003
CUST_0006SYN1meter_tamper,1,2014-01-30,1.9940000000000002
CUST_0006SYN2periodic_cut,1,2014-01-01,0.0
CUST_0006SYN2periodic_cut,1,2014-01-02,11.8
CUST_0006SYN2periodic_cut,1,2014-01-03,9.97
CUST_0006SYN2periodic_cut,1,2014-01-04,8.19
CUST_0006SYN2periodic_cut,1,2014-01-05,4.95
CUST_0006SYN2periodic_cut,1,2014-01-06,3.81
CUST_0006SYN2periodic_cut,1,2014-01-07,6.46
CUST_0006SYN2periodic_cut,1,2014-01-08,0.0
CUST_0006SYN2periodic_cut,1,2014-01-09,12.55
CUST_0006SYN2periodic_cut,1,2014-01-10,9.93
CUST_0006SYN2periodic_cut,1,2014-01-11,0.24
CUST_0006SYN2periodic_cut,1,2014-01-12,3.74
CUST_0006SYN2periodic_cut,1,2014-01-13,13.93
CUST_0006SYN2periodic_cut,1,2014-01-14,11.14
CUST_0006SYN2periodic_cut,1,2014-01-15,0.0
CUST_0006SYN2periodic_cut,1,2014-01-16,14.64
CUST_0006SYN2periodic_cut,1,2014-01-17,11.09
CUST_0006SYN2periodic_cut,1,2014-01-18,9.28
CUST_0006SYN2periodic_cut,1,2014-01-19,5.85
CUST_0006SYN2periodic_cut,1,2014-01-20,12.07
CUST_0006SYN2periodic_cut,1,2014-01-21,13.44
CUST_0006SYN2periodic_cut,1,2014-01-22,0.0
CUST_0006SYN2periodic_cut,1,2014-01-23,14.21
CUST_0006SYN2periodic_cut,1,2014-01-24,5.69
CUST_0006SYN2periodic_cut,1,2014-01-25,13.53
CUST_0006SYN2periodic_cut,1,2014-01-26,2.52
CUST_0006SYN2periodic_cut,1,2014-01-27,7.08
CUST_0006SYN2periodic_cut,1,2014-01-28,5.44
CUST_0006SYN2periodic_cut,1,2014-01-29,0.0
CUST_0006SYN2periodic_cut,1,2014-01-30,3.68
CUST_0015SYN1sharp_dip,1,2014-01-01,2.81
CUST_0015SYN1sharp_dip,1,2014-01-02,14.49
CUST_0015SYN1sharp_dip,1,2014-01-03,9.01
CUST_0015SYN1sharp_dip,1,2014-01-04,10.63
CUST_0015SYN1sharp_dip,1,2014-01-05,11.59
CUST_0015SYN1sharp_dip,1,2014-01-06,9.54
CUST_0015SYN1sharp_dip,1,2014-01-07,14.15
CUST_0015SYN1sharp_dip,1,2014-01-08,14.79
CUST_0015SYN1sharp_dip,1,2014-01-09,9.71
CUST_0015SYN1sharp_dip,1,2014-01-10,5.15
CUST_0015SYN1sharp_dip,1,2014-01-11,10.71
CUST_0015SYN1sharp_dip,1,2014-01-12,3.01
CUST_0015SYN1sharp_dip,1,2014-01-13,2.63
CUST_0015SYN1sharp_dip,1,2014-01-14,7.72
CUST_0015SYN1sharp_dip,1,2014-01-15,0.199
CUST_0015SYN1sharp_dip,1,2014-01-16,1.2560000000000002
CUST_0015SYN1sharp_dip,1,2014-01-17,0.07900000000000001
CUST_0015SYN1sharp_dip,1,2014-01-18,0.11499999999999999
CUST_0015SYN1sharp_dip,1,2014-01-19,0.11599999999999999
CUST_0015SYN1sharp_dip,1,2014-01-20,0.518
CUST_0015SYN1sharp_dip,1,2014-01-21,9.51
CUST_0015SYN1sharp_dip,1,2014-01-22,1.35
CUST_0015SYN1sharp_dip,1,2014-01-23,1.76
CUST_0015SYN1sharp_dip,1,2014-01-24,7.96
CUST_0015SYN1sharp_dip,1,2014-01-25,7.01
CUST_0015SYN1sharp_dip,1,2014-01-26,0.77
CUST_0015SYN1sharp_dip,1,2014-01-27,11.56
CUST_0015SYN1sharp_dip,1,2014-01-28,13.16
CUST_0015SYN1sharp_dip,1,2014-01-29,12.95
CUST_0015SYN1sharp_dip,1,2014-01-30,13.46
CUST_0015SYN2meter_tamper,1,2014-01-01,0.562
CUST_0015SYN2meter_tamper,1,2014-01-02,2.898
CUST_0015SYN2meter_tamper,1,2014-01-03,1.802
CUST_0015SYN2meter_tamper,1,2014-01-04,0.562
CUST_0015SYN2meter_tamper,1,2014-01-05,2.898
CUST_0015SYN2meter_tamper,1,2014-01-06,1.802
CUST_0015SYN2meter_tamper,1,2014-01-07,0.562
CUST_0015SYN2meter_tamper,1,2014-01-08,2.898
CUST_0015SYN2meter_tamper,1,2014-01-09,1.802
CUST_0015SYN2meter_tamper,1,2014-01-10,0.562
CUST_0015SYN2meter_tamper,1,2014-01-11,2.898
CUST_0015SYN2meter_tamper,1,2014-01-12,1.802
CUST_0015SYN2meter_tamper,1,2014-01-13,0.562
CUST_0015SYN2meter_tamper,1,2014-01-14,2.898
CUST_0015SYN2meter_tamper,1,2014-01-15,1.802
CUST_0015SYN2meter_tamper,1,2014-01-16,0.562
CUST_0015SYN2meter_tamper,1,2014-01-17,2.898
CUST_0015SYN2meter_tamper,1,2014-01-18,1.802
CUST_0015SYN2meter_tamper,1,2014-01-19,0.562
CUST_0015SYN2meter_tamper,1,2014-01-20,2.898
CUST_0015SYN2meter_tamper,1,2014-01-21,1.802
CUST_0015SYN2meter_tamper,1,2014-01-22,0.562
CUST_0015SYN2meter_tamper,1,2014-01-23,2.898
CUST_0015SYN2meter_tamper,1,2014-01-24,1.802
CUST_0015SYN2meter_tamper,1,2014-01-25,0.562
CUST_0015SYN2meter_tamper,1,2014-01-26,2.898
CUST_0015SYN2meter_tamper,1,2014-01-27,1.802
CUST_0015SYN2meter_tamper,1,2014-01-28,0.562
CUST_0015SYN2meter_tamper,1,2014-01-29,2.898
CUST_0015SYN2meter_tamper,1,2014-01-30,1.802
CUST_0005SYN1spike_burst,1,2014-01-01,32.743
CUST_0005SYN1spike_burst,1,2014-01-02,6.9
CUST_0005SYN1spike_burst,1,2014-01-03,3.96
CUST_0005SYN1spike_burst,1,2014-01-04,4.29
CUST_0005SYN1spike_burst,1,2014-01-05,4.73
CUST_0005SYN1spike_burst,1,2014-01-06,13.62
CUST_0005SYN1spike_burst,1,2014-01-07,3.5
CUST_0005SYN1spike_burst,1,2014-01-08,4.34
CUST_0005SYN1spike_burst,1,2014-01-09,1.45
CUST_0005SYN1spike_burst,1,2014-01-10,3.94
CUST_0005SYN1spike_burst,1,2014-01-11,9.14
CUST_0005SYN1spike_burst,1,2014-01-12,4.05
CUST_0005SYN1spike_burst,1,2014-01-13,0.33
CUST_0005SYN1spike_burst,1,2014-01-14,13.17
CUST_0005SYN1spike_burst,1,2014-01-15,8.72
CUST_0005SYN1spike_burst,1,2014-01-16,10.92
CUST_0005SYN1spike_burst,1,2014-01-17,14.33
CUST_0005SYN1spike_burst,1,2014-01-18,6.04
CUST_0005SYN1spike_burst,1,2014-01-19,14.13
CUST_0005SYN1spike_burst,1,2014-01-20,11.05
CUST_0005SYN1spike_burst,1,2014-01-21,4.87
CUST_0005SYN1spike_burst,1,2014-01-22,0.96
CUST_0005SYN1spike_burst,1,2014-01-23,12.21
CUST_0005SYN1spike_burst,1,2014-01-24,14.44
CUST_0005SYN1spike_burst,1,2014-01-25,52.86
CUST_0005SYN1spike_burst,1,2014-01-26,370.8
CUST_0005SYN1spike_burst,1,2014-01-27,12.59
CUST_0005SYN1spike_burst,1,2014-01-28,55.86
CUST_0005SYN1spike_burst,1,2014-01-29,5.32
CUST_0005SYN1spike_burst,1,2014-01-30,9.54
CUST_0005SYN2sharp_dip,1,2014-01-01,2.42
CUST_0005SYN2sharp_dip,1,2014-01-02,6.9
CUST_0005SYN2sharp_dip,1,2014-01-03,3.96
CUST_0005SYN2sharp_dip,1,2014-01-04,4.29
CUST_0005SYN2sharp_dip,1,2014-01-05,4.73
CUST_0005SYN2sharp_dip,1,2014-01-06,13.62
CUST_0005SYN2sharp_dip,1,2014-01-07,3.5
CUST_0005SYN2sharp_dip,1,2014-01-08,4.34
CUST_0005SYN2sharp_dip,1,2014-01-09,1.45
CUST_0005SYN2sharp_dip,1,2014-01-10,3.94
CUST_0005SYN2sharp_dip,1,2014-01-11,9.14
CUST_0005SYN2sharp_dip,1,2014-01-12,4.05
CUST_0005SYN2sharp_dip,1,2014-01-13,0.33
CUST_0005SYN2sharp_dip,1,2014-01-14,13.17
CUST_0005SYN2sharp_dip,1,2014-01-15,8.72
CUST_0005SYN2sharp_dip,1,2014-01-16,10.92
CUST_0005SYN2sharp_dip,1,2014-01-17,14.33
CUST_0005SYN2sharp_dip,1,2014-01-18,6.04
CUST_0005SYN2sharp_dip,1,2014-01-19,14.13
CUST_0005SYN2sharp_dip,1,2014-01-20,11.05
CUST_0005SYN2sharp_dip,1,2014-01-21,4.87
CUST_0005SYN2sharp_dip,1,2014-01-22,0.96
CUST_0005SYN2sharp_dip,1,2014-01-23,1.221
CUST_0005SYN2sharp_dip,1,2014-01-24,1.444
CUST_0005SYN2sharp_dip,1,2014-01-25,0.8810000000000001
CUST_0005SYN2sharp_dip,1,2014-01-26,1.03
CUST_0005SYN2sharp_dip,1,2014-01-27,1.2590000000000001
CUST_0005SYN2sharp_dip,1,2014-01-28,0.931
CUST_0005SYN2sharp_dip,1,2014-01-29,5.32
CUST_0005SYN2sharp_dip,1,2014-01-30,9.54
CUST_0010SYN1periodic_cut,1,2014-01-01,0.0
CUST_0010SYN1periodic_cut,1,2014-01-02,0.79
CUST_0010SYN1periodic_cut,1,2014-01-03,2.85
CUST_0010SYN1periodic_cut,1,2014-01-04,14.8
CUST_0010SYN1periodic_cut,1,2014-01-05,7.14
CUST_0010SYN1periodic_cut,1,2014-01-06,1.25
CUST_0010SYN1periodic_cut,1,2014-01-07,7.71
CUST_0010SYN1periodic_cut,1,2014-01-08,0.0
CUST_0010SYN1periodic_cut,1,2014-01-09,8.9
CUST_0010SYN1periodic_cut,1,2014-01-10,3.7
CUST_0010SYN1periodic_cut,1,2014-01-11,2.5
CUST_0010SYN1periodic_cut,1,2014-01-12,9.5
CUST_0010SYN1periodic_cut,1,2014-01-13,12.81
CUST_0010SYN1periodic_cut,1,2014-01-14,4.47
CUST_0010SYN1periodic_cut,1,2014-01-15,0.0
CUST_0010SYN1periodic_cut,1,2014-01-16,4.14
CUST_0010SYN1periodic_cut,1,2014-01-17,3.79
CUST_0010SYN1periodic_cut,1,2014-01-18,9.43
CUST_0010SYN1periodic_cut,1,2014-01-19,1.13
CUST_0010SYN1periodic_cut,1,2014-01-20,12.12
CUST_0010SYN1periodic_cut,1,2014-01-21,1.46
CUST_0010SYN1periodic_cut,1,2014-01-22,0.0
CUST_0010SYN1periodic_cut,1,2014-01-23,1.34
CUST_0010SYN1periodic_cut,1,2014-01-24,14.45
CUST_0010SYN1periodic_cut,1,2014-01-25,13.36
CUST_0010SYN1periodic_cut,1,2014-01-26,10.91
CUST_0010SYN1periodic_cut,1,2014-01-27,12.98
CUST_0010SYN1periodic_cut,1,2014-01-28,11.61
CUST_0010SYN1periodic_cut,1,2014-01-29,0.0
CUST_0010SYN1periodic_cut,1,2014-01-30,2.36
CUST_0010SYN2spike_burst,1,2014-01-01,10.65
CUST_0010SYN2spike_burst,1,2014-01-02,0.79
CUST_0010SYN2spike_burst,1,2014-01-03,2.85
CUST_0010SYN2spike_burst,1,2014-01-04,14.8
CUST_0010SYN2spike_burst,1,2014-01-05,42.839999999999996
CUST_0010SYN2spike_burst,1,2014-01-06,1.25
CUST_0010SYN2spike_burst,1,2014-01-07,46.26
CUST_0010SYN2spike_burst,1,2014-01-08,4.25
CUST_0010SYN2spike_burst,1,2014-01-09,53.400000000000006
CUST_0010SYN2spike_burst,1,2014-01-10,3.7
CUST_0010SYN2spike_burst,1,2014-01-11,39.198000000000015
CUST_0010SYN2spike_burst,1,2014-01-12,9.5
CUST_0010SYN2spike_burst,1,2014-01-13,12.81
CUST_0010SYN2spike_burst,1,2014-01-14,4.47
CUST_0010SYN2spike_burst,1,2014-01-15,8.9
CUST_0010SYN2spike_burst,1,2014-01-16,4.14
CUST_0010SYN2spike_burst,1,2014-01-17,3.79
CUST_0010SYN2spike_burst,1,2014-01-18,9.43
CUST_0010SYN2spike_burst,1,2014-01-19,1.13
CUST_0010SYN2spike_burst,1,2014-01-20,12.12
CUST_0010SYN2spike_burst,1,2014-01-21,1.46
CUST_0010SYN2spike_burst,1,2014-01-22,1.84
CUST_0010SYN2spike_burst,1,2014-01-23,1.34
CUST_0010SYN2spike_burst,1,2014-01-24,14.45
CUST_0010SYN2spike_burst,1,2014-01-25,80.16
CUST_0010SYN2spike_burst,1,2014-01-26,10.91
CUST_0010SYN2spike_burst,1,2014-01-27,12.98
CUST_0010SYN2spike_burst,1,2014-01-28,11.61
CUST_0010SYN2spike_burst,1,2014-01-29,5.29
CUST_0010SYN2spike_burst,1,2014-01-30,2.36
CUST_0014SYN1flatline,1,2014-01-01,0.2
CUST_0014SYN1flatline,1,2014-01-02,0.2
CUST_0014SYN1flatline,1,2014-01-03,0.2
CUST_0014SYN1flatline,1,2014-01-04,0.2
CUST_0014SYN1flatline,1,2014-01-05,0.2
CUST_0014SYN1flatline,1,2014-01-06,0.2
CUST_0014SYN1flatline,1,2014-01-07,0.2
CUST_0014SYN1flatline,1,2014-01-08,0.2
CUST_0014SYN1flatline,1,2014-01-09,0.2
CUST_0014SYN1flatline,1,2014-01-10,0.2
CUST_0014SYN1flatline,1,2014-01-11,0.2
CUST_0014SYN1flatline,1,2014-01-12,0.2
CUST_0014SYN1flatline,1,2014-01-13,0.2
CUST_0014SYN1flatline,1,2014-01-14,0.2
CUST_0014SYN1flatline,1,2014-01-15,0.2
CUST_0014SYN1flatline,1,2014-01-16,0.2
CUST_0014SYN1flatline,1,2014-01-17,0.2
CUST_0014SYN1flatline,1,2014-01-18,0.2
CUST_0014SYN1flatline,1,2014-01-19,0.2
CUST_0014SYN1flatline,1,2014-01-20,0.2
CUST_0014SYN1flatline,1,2014-01-21,0.2
CUST_0014SYN1flatline,1,2014-01-22,0.2
CUST_0014SYN1flatline,1,2014-01-23,0.2
CUST_0014SYN1flatline,1,2014-01-24,0.2
CUST_0014SYN1flatline,1,2014-01-25,0.2
CUST_0014SYN1flatline,1,2014-01-26,0.2
CUST_0014SYN1flatline,1,2014-01-27,0.2
CUST_0014SYN1flatline,1,2014-01-28,0.2
CUST_0014SYN1flatline,1,2014-01-29,0.2
CUST_0014SYN1flatline,1,2014-01-30,0.2
CUST_0014SYN2flatline,1,2014-01-01,0.2
CUST_0014SYN2flatline,1,2014-01-02,0.2
CUST_0014SYN2flatline,1,2014-01-03,0.2
CUST_0014SYN2flatline,1,2014-01-04,0.2
CUST_0014SYN2flatline,1,2014-01-05,0.2
CUST_0014SYN2flatline,1,2014-01-06,0.2
CUST_0014SYN2flatline,1,2014-01-07,0.2
CUST_0014SYN2flatline,1,2014-01-08,0.2
CUST_0014SYN2flatline,1,2014-01-09,0.2
CUST_0014SYN2flatline,1,2014-01-10,0.2
CUST_0014SYN2flatline,1,2014-01-11,0.2
CUST_0014SYN2flatline,1,2014-01-12,0.2
CUST_0014SYN2flatline,1,2014-01-13,0.2
CUST_0014SYN2flatline,1,2014-01-14,0.2
CUST_0014SYN2flatline,1,2014-01-15,0.2
CUST_0014SYN2flatline,1,2014-01-16,0.2
CUST_0014SYN2flatline,1,2014-01-17,0.2
CUST_0014SYN2flatline,1,2014-01-18,0.2
CUST_0014SYN2flatline,1,2014-01-19,0.2
CUST_0014SYN2flatline,1,2014-01-20,0.2
CUST_0014SYN2flatline,1,2014-01-21,0.2
CUST_0014SYN2flatline,1,2014-01-22,0.2
CUST_0014SYN2flatline,1,2014-01-23,0.2
CUST_0014SYN2flatline,1,2014-01-24,0.2
CUST_0014SYN2flatline,1,2014-01-25,0.2
CUST_0014SYN2flatline,1,2014-01-26,0.2
CUST_0014SYN2flatline,1,2014-01-27,0.2
CUST_0014SYN2flatline,1,2014-01-28,0.2
CUST_0014SYN2flatline,1,2014-01-29,0.2
CUST_0014SYN2flatline,1,2014-01-30,0.2
CUST_0016SYN1periodic_cut,1,2014-01-01,0.0
CUST_0016SYN1periodic_cut,1,2014-01-02,12.15
CUST_0016SYN1periodic_cut,1,2014-01-03,13.84
CUST_0016SYN1periodic_cut,1,2014-01-04,10.96
CUST_0016SYN1periodic_cut,1,2014-01-05,7.46
CUST_0016SYN1periodic_cut,1,2014-01-06,13.08
CUST_0016SYN1periodic_cut,1,2014-01-07,4.92
CUST_0016SYN1periodic_cut,1,2014-01-08,0.0
CUST_0016SYN1periodic_cut,1,2014-01-09,2.7
CUST_0016SYN1periodic_cut,1,2014-01-10,5.3
CUST_0016SYN1periodic_cut,1,2014-01-11,3.64
CUST_0016SYN1periodic_cut,1,2014-01-12,10.86
CUST_0016SYN1periodic_cut,1,2014-01-13,8.4
CUST_0016SYN1periodic_cut,1,2014-01-14,7.57
CUST_0016SYN1periodic_cut,1,2014-01-15,0.0
CUST_0016SYN1periodic_cut,1,2014-01-16,10.47
CUST_0016SYN1periodic_cut,1,2014-01-17,0.71
CUST_0016SYN1periodic_cut,1,2014-01-18,9.67
CUST_0016SYN1periodic_cut,1,2014-01-19,4.85
CUST_0016SYN1periodic_cut,1,2014-01-20,13.97
CUST_0016SYN1periodic_cut,1,2014-01-21,6.78
CUST_0016SYN1periodic_cut,1,2014-01-22,0.0
CUST_0016SYN1periodic_cut,1,2014-01-23,7.44
CUST_0016SYN1periodic_cut,1,2014-01-24,14.9
CUST_0016SYN1periodic_cut,1,2014-01-25,5.36
CUST_0016SYN1periodic_cut,1,2014-01-26,0.49
CUST_0016SYN1periodic_cut,1,2014-01-27,14.18
CUST_0016SYN1periodic_cut,1,2014-01-28,6.11
CUST_0016SYN1periodic_cut,1,2014-01-29,0.0
CUST_0016SYN1periodic_cut,1,2014-01-30,7.16
CUST_0016SYN2flatline,1,2014-01-01,0.2
CUST_0016SYN2flatline,1,2014-01-02,0.2
CUST_0016SYN2flatline,1,2014-01-03,0.2
CUST_0016SYN2flatline,1,2014-01-04,0.2
CUST_0016SYN2flatline,1,2014-01-05,0.2
CUST_0016SYN2flatline,1,2014-01-06,0.2
CUST_0016SYN2flatline,1,2014-01-07,0.2
CUST_0016SYN2flatline,1,2014-01-08,0.2
CUST_0016SYN2flatline,1,2014-01-09,0.2
CUST_0016SYN2flatline,1,2014-01-10,0.2
CUST_0016SYN2flatline,1,2014-01-11,0.2
CUST_0016SYN2flatline,1,2014-01-12,0.2
CUST_0016SYN2flatline,1,2014-01-13,0.2
CUST_0016SYN2flatline,1,2014-01-14,0.2
CUST_0016SYN2flatline,1,2014-01-15,0.2
CUST_0016SYN2flatline,1,2014-01-16,0.2
CUST_0016SYN2flatline,1,2014-01-17,0.2
CUST_0016SYN2flatline,1,2014-01-18,0.2
CUST_0016SYN2flatline,1,2014-01-19,0.2
CUST_0016SYN2flatline,1,2014-01-20,0.2
CUST_0016SYN2flatline,1,2014-01-21,0.2
CUST_0016SYN2flatline,1,2014-01-22,0.2
CUST_0016SYN2flatline,1,2014-01-23,0.2
CUST_0016SYN2flatline,1,2014-01-24,0.2
CUST_0016SYN2flatline,1,2014-01-25,0.2
CUST_0016SYN2flatline,1,2014-01-26,0.2
CUST_0016SYN2flatline,1,2014-01-27,0.2
CUST_0016SYN2flatline,1,2014-01-28,0.2
CUST_0016SYN2flatline,1,2014-01-29,0.2
CUST_0016SYN2flatline,1,2014-01-30,0.2
CUST_0019SYN1spike_burst,1,2014-01-01,6.54
CUST_0019SYN1spike_burst,1,2014-01-02,10.3
CUST_0019SYN1spike_burst,1,2014-01-03,0.77
CUST_0019SYN1spike_burst,1,2014-01-04,5.44
CUST_0019SYN1spike_burst,1,2014-01-05,0.48
CUST_0019SYN1spike_burst,1,2014-01-06,13.4
CUST_0019SYN1spike_burst,1,2014-01-07,5.52
CUST_0019SYN1spike_burst,1,2014-01-08,3.64
CUST_0019SYN1spike_burst,1,2014-01-09,84.36
CUST_0019SYN1spike_burst,1,2014-01-10,13.32
CUST_0019SYN1spike_burst,1,2014-01-11,9.78
CUST_0019SYN1spike_burst,1,2014-01-12,58.32000000000001
CUST_0019SYN1spike_burst,1,2014-01-13,8.59
CUST_0019SYN1spike_burst,1,2014-01-14,10.56
CUST_0019SYN1spike_burst,1,2014-01-15,9.38
CUST_0019SYN1spike_burst,1,2014-01-16,2.43
CUST_0019SYN1spike_burst,1,2014-01-17,7.17
CUST_0019SYN1spike_burst,1,2014-01-18,14.11
CUST_0019SYN1spike_burst,1,2014-01-19,12.24
CUST_0019SYN1spike_burst,1,2014-01-20,67.74
CUST_0019SYN1spike_burst,1,2014-01-21,10.12
CUST_0019SYN1spike_burst,1,2014-01-22,10.62
CUST_0019SYN1spike_burst,1,2014-01-23,0.94
CUST_0019SYN1spike_burst,1,2014-01-24,14.54
CUST_0019SYN1spike_burst,1,2014-01-25,14.62
CUST_0019SYN1spike_burst,1,2014-01-26,88.86
CUST_0019SYN1spike_burst,1,2014-01-27,6.81
CUST_0019SYN1spike_burst,1,2014-01-28,68.1
CUST_0019SYN1spike_burst,1,2014-01-29,7.43
CUST_0019SYN1spike_burst,1,2014-01-30,2.97
CUST_0019SYN2flatline,1,2014-01-01,0.2
CUST_0019SYN2flatline,1,2014-01-02,0.2
CUST_0019SYN2flatline,1,2014-01-03,0.2
CUST_0019SYN2flatline,1,2014-01-04,0.2
CUST_0019SYN2flatline,1,2014-01-05,0.2
CUST_0019SYN2flatline,1,2014-01-06,0.2
CUST_0019SYN2flatline,1,2014-01-07,0.2
CUST_0019SYN2flatline,1,2014-01-08,0.2
CUST_0019SYN2flatline,1,2014-01-09,0.2
CUST_0019SYN2flatline,1,2014-01-10,0.2
CUST_0019SYN2flatline,1,2014-01-11,0.2
CUST_0019SYN2flatline,1,2014-01-12,0.2
CUST_0019SYN2flatline,1,2014-01-13,0.2
CUST_0019SYN2flatline,1,2014-01-14,0.2
CUST_0019SYN2flatline,1,2014-01-15,0.2
CUST_0019SYN2flatline,1,2014-01-16,0.2
CUST_0019SYN2flatline,1,2014-01-17,0.2
CUST_0019SYN2flatline,1,2014-01-18,0.2
CUST_0019SYN2flatline,1,2014-01-19,0.2
CUST_0019SYN2flatline,1,2014-01-20,0.2
CUST_0019SYN2flatline,1,2014-01-21,0.2
CUST_0019SYN2flatline,1,2014-01-22,0.2
CUST_0019SYN2flatline,1,2014-01-23,0.2
CUST_0019SYN2flatline,1,2014-01-24,0.2
CUST_0019SYN2flatline,1,2014-01-25,0.2
CUST_0019SYN2flatline,1,2014-01-26,0.2
CUST_0019SYN2flatline,1,2014-01-27,0.2
CUST_0019SYN2flatline,1,2014-01-28,0.2
CUST_0019SYN2flatline,1,2014-01-29,0.2
CUST_0019SYN2flatline,1,2014-01-30,0.2
