CONS_NO,FLAG,DATE,CONSUMPTION,YEAR,MONTH,DAY,DAY_OF_WEEK,ROLL_MEAN_3,ROLL_STD_3,ROLL_MEAN_7,DIFF_1,DAILY_ENERGY,LOAD_FACTOR,MIN_MAX_RATIO,DIFF_3,DIFF_7,VOLATILITY_INDEX,OFFPEAK_3,PEAK_OFFPEAK_RATIO,IFOREST_SCORE,IFOREST_LABEL,IFOREST_ANOMALY
CUST_0005,1,2014-01-19,14.13,2014,1,19,6,11.5,4.7295560045315,9.662857142857144,8.09,14.13,0.6743096401156415,0.0230286113049546,3.210000000000001,10.080000000000002,0.4112657395244782,10.936666666666667,1.0515086863761047,0.07249714439163057,1,0
CUST_0005,1,2014-01-20,11.05,2014,1,20,0,10.406666666666668,4.0831891130993805,11.194285714285714,-3.08,11.05,0.7811783471239159,0.421493370551291,-3.28,10.72,0.3923628231677815,11.323333333333332,0.9190462172505154,0.04229754505322558,1,0
CUST_0005,1,2014-01-21,4.87,2014,1,21,1,10.016666666666667,4.715690122700314,10.008571428571427,-6.180000000000001,4.87,0.6984348519589273,0.3398464759246336,-1.17,-8.3,0.4707843716506137,10.43,0.9603707254713968,0.08487275207853934,1,0
CUST_0005,1,2014-01-22,0.96,2014,1,22,2,5.626666666666668,5.087379810210095,8.9,-3.91,0.96,0.6210746685275645,0.0669923237962316,-13.170000000000002,-7.760000000000001,0.9041551795397086,11.5,0.4892753623188406,0.06505210690479979,1,0
CUST_0005,1,2014-01-23,12.21,2014,1,23,3,6.013333333333333,5.71148258627594,9.084285714285716,11.25,12.21,0.6339348021134483,0.0669923237962316,1.16,1.290000000000001,0.9498030908441144,10.406666666666668,0.577834721332479,0.09676358348071107,1,0
CUST_0005,1,2014-01-24,14.44,2014,1,24,4,9.203333333333331,7.2254849894891695,9.1,2.229999999999998,14.44,0.6301939058171745,0.0664819944598338,9.57,0.1099999999999994,0.7850943487311666,10.016666666666667,0.9188019966722129,0.08136433291369438,1,0
CUST_0005,1,2014-01-25,8.81,2014,1,25,5,11.82,2.8351895880169957,9.495714285714286,-5.629999999999999,8.81,0.657597942223981,0.0664819944598338,7.85,2.7700000000000005,0.239863755331387,5.626666666666668,2.100710900473933,0.09056162965375636,1,0
CUST_0005,1,2014-01-26,10.3,2014,1,26,6,11.183333333333332,2.917093302130275,8.948571428571428,1.4900000000000002,10.3,0.6197071626434507,0.0664819944598338,-1.91,-3.83,0.2608429182232735,6.013333333333333,1.8597560975609757,0.11997565479197325,1,0
CUST_0005,1,2014-01-27,12.59,2014,1,27,0,10.566666666666668,1.9040570719737664,9.168571428571427,2.289999999999999,12.59,0.6349426197071627,0.0664819944598338,-1.85,1.5399999999999991,0.1801946755811135,9.203333333333331,1.1481347337921044,0.12166364415615111,1,0
CUST_0005,1,2014-01-28,9.31,2014,1,28,1,10.733333333333334,1.682389174160757,9.802857142857144,-3.28,9.31,0.678868223189553,0.0664819944598338,0.5,4.44,0.1567443329963438,11.82,0.9080654258319234,0.09656361559940552,1,0
CUST_0005,1,2014-01-29,5.32,2014,1,29,2,9.073333333333334,3.640773727291126,10.425714285714289,-3.99,5.32,0.7220023743569451,0.368421052631579,-4.98,4.36,0.4012608810386986,11.183333333333332,0.8113263785394935,0.08351826852214844,1,0
CUST_0005,1,2014-01-30,9.54,2014,1,30,3,8.056666666666667,2.3728112721692214,10.044285714285715,4.219999999999999,9.54,0.6955876533438862,0.368421052631579,-3.0500000000000007,-2.6700000000000017,0.2945152592680043,10.566666666666668,0.7624605678233437,0.10705420861867249,1,0
CUST_0006,1,2014-01-08,0.65,2014,1,8,2,3.64,2.9087282444394877,6.547142857142857,-5.81,0.65,0.5548426150121065,0.0550847457627118,-4.3,-1.77,0.7991011660548042,7.703333333333333,0.4725227174383384,0.09344544578465441,1,0
CUST_0006,1,2014-01-09,12.55,2014,1,9,3,6.553333333333335,5.950548994280558,6.654285714285715,11.9,12.55,0.530221969265794,0.0517928286852589,8.74,0.75,0.9080186664721094,5.65,1.1598820058997052,0.1091391577329956,1,0
CUST_0006,1,2014-01-10,9.93,2014,1,10,4,7.710000000000001,6.252903325656012,6.648571428571429,-2.620000000000001,9.93,0.5297666476949345,0.0517928286852589,3.47,-0.0400000000000009,0.8110121044949431,5.073333333333333,1.5197109067017085,0.1341441000743513,1,0
CUST_0006,1,2014-01-11,0.24,2014,1,11,5,7.573333333333334,6.484553441319869,5.512857142857143,-9.69,0.24,0.4392714854866248,0.0191235059760956,-0.41,-7.949999999999999,0.856235049470053,3.64,2.0805860805860807,0.05037873611191401,1,0
CUST_0006,1,2014-01-12,3.74,2014,1,12,6,4.636666666666667,4.906835368476648,5.340000000000001,3.5,3.74,0.4254980079681275,0.0191235059760956,-8.81,-1.21,1.05826787242487,6.553333333333335,0.707527975584944,0.09322414015504582,1,0
CUST_0006,1,2014-01-13,13.93,2014,1,13,0,5.97,7.112221875054238,6.785714285714286,10.19,13.93,0.4871295251769049,0.0172290021536252,4.0,10.12,1.191326947245266,7.710000000000001,0.7743190661478598,0.0651605817389681,1,0
CUST_0006,1,2014-01-14,11.14,2014,1,14,1,9.603333333333332,5.2659313832724175,7.454285714285715,-2.789999999999999,11.14,0.535124602604861,0.0172290021536252,10.9,4.680000000000001,0.5483441218263537,7.573333333333334,1.2680457746478873,0.11938938447817238,1,0
CUST_0006,1,2014-01-15,0.64,2014,1,15,2,8.57,7.007831333586735,7.452857142857143,-10.5,0.64,0.5350220490206132,0.0172290021536252,-3.1,-0.01,0.8177166083531778,4.636666666666667,1.848310567936736,0.0729808010356976,1,0
CUST_0006,1,2014-01-16,14.64,2014,1,16,3,8.806666666666667,7.285830998131467,7.751428571428571,14.0,14.64,0.5294691647150663,0.0163934426229508,0.7100000000000009,2.09,0.8273085917636034,5.97,1.4751535455053044,0.06179878073059625,1,0
CUST_0006,1,2014-01-17,11.09,2014,1,17,4,8.790000000000001,7.277877437824852,7.917142857142857,-3.5500000000000007,11.09,0.5407884465261514,0.0163934426229508,-0.0500000000000007,1.16,0.8279724047582311,9.603333333333332,0.9153071850052066,0.1029745103979059,1,0
CUST_0006,1,2014-01-18,9.28,2014,1,18,5,11.67,2.726664629176101,9.20857142857143,-1.8100000000000005,9.28,0.629000780640125,0.0437158469945355,8.639999999999999,9.04,0.2336473546851843,8.57,1.361726954492415,0.09882105115316747,1,0
CUST_0006,1,2014-01-19,5.85,2014,1,19,6,8.74,2.6614094010505087,9.510000000000002,-3.43,5.85,0.6495901639344263,0.0437158469945355,-8.790000000000001,2.1099999999999994,0.3045090847883877,8.806666666666667,0.992429977289932,0.11458244204014584,1,0
CUST_0006,1,2014-01-20,12.07,2014,1,20,0,9.066666666666666,3.115482841123245,9.244285714285716,6.220000000000001,12.07,0.6314402810304449,0.0437158469945355,0.9800000000000004,-1.8599999999999997,0.3436194310062402,8.790000000000001,1.0314751611679938,0.13209726407040684,1,0
CUST_0006,1,2014-01-21,13.44,2014,1,21,1,10.453333333333331,4.045025751875181,9.572857142857144,1.3699999999999992,13.44,0.6538836846213896,0.0437158469945355,4.16,2.299999999999999,0.3869603716717328,11.67,0.8957440731219651,0.10458878157363594,1,0
CUST_0006,1,2014-01-22,8.29,2014,1,22,2,11.266666666666666,2.6673270015754302,10.665714285714284,-5.15,8.29,0.7285323965651834,0.3995901639344262,2.4399999999999995,7.649999999999999,0.2367450001398311,8.74,1.2890922959572844,0.0744234471952191,1,0
CUST_0006,1,2014-01-23,14.21,2014,1,23,3,11.98,3.218741990281304,10.604285714285714,5.920000000000002,14.21,0.7462551523072283,0.4116819141449683,2.140000000000001,-0.4299999999999997,0.268676293011795,9.066666666666666,1.321323529411765,0.057721657750073985,1,0
CUST_0006,1,2014-01-24,5.69,2014,1,24,4,9.396666666666668,4.366478367441361,9.832857142857142,-8.52,5.69,0.6919674273650346,0.4004222378606615,-7.749999999999999,-5.4,0.4646837567337383,10.453333333333331,0.8989158163265306,0.07926619882692787,1,0
CUST_0006,1,2014-01-25,13.53,2014,1,25,5,11.143333333333333,4.734948081376751,10.44,7.839999999999999,13.53,0.7346938775510203,0.4004222378606615,5.24,4.25,0.4249130793936659,11.266666666666666,0.9890532544378698,0.060481722589736,1,0
CUST_0006,1,2014-01-26,2.52,2014,1,26,6,7.246666666666666,5.667665598227664,9.964285714285714,-11.01,2.52,0.7012164471700009,0.1773399014778325,-11.69,-3.33,0.782106568292686,11.98,0.6048970506399555,0.05356697569559388,1,0
CUST_0006,1,2014-01-27,7.08,2014,1,27,0,7.710000000000001,5.531970715757633,9.251428571428573,4.5600000000000005,7.08,0.6510505680104555,0.1773399014778325,1.3899999999999997,-4.99,0.7175059294108472,9.396666666666668,0.8205037247250799,0.12037511393120798,1,0
CUST_0006,1,2014-01-28,5.44,2014,1,28,1,5.013333333333333,2.3097474609431536,8.108571428571429,-1.6399999999999997,5.44,0.5706243088368352,0.1773399014778325,-8.09,-7.999999999999999,0.460720903113661,11.143333333333333,0.4498953036195034,0.09691480907118838,1,0
CUST_0006,1,2014-01-29,8.89,2014,1,29,2,7.136666666666667,1.7256979264440675,8.194285714285714,3.45,8.89,0.5766562782748567,0.1773399014778325,6.370000000000001,0.6000000000000014,0.241807276008043,7.246666666666666,0.9848206071757132,0.1280132765834583,1,0
CUST_0006,1,2014-01-30,3.68,2014,1,30,3,6.003333333333334,2.650289292385522,6.69,-5.210000000000001,3.68,0.4944567627494457,0.1862527716186252,-3.4,-10.53,0.4414696211636071,7.710000000000001,0.7786424556852573,0.11350147940154104,1,0
CUST_0007,1,2014-01-08,9.18,2014,1,8,2,9.226666666666668,3.0402686284822464,6.952857142857143,-3.1099999999999994,9.18,0.5657328838777171,0.1790073230268511,-1.790000000000001,8.209999999999999,0.3295088831447521,5.9700000000000015,1.5455053042992737,0.12965340180381502,1,0
CUST_0007,1,2014-01-09,4.88,2014,1,9,3,8.783333333333333,3.720891470243834,7.210000000000001,-4.3,4.88,0.5866558177379985,0.1790073230268511,-1.33,1.7999999999999998,0.4236309074281405,6.460000000000001,1.359649122807017,0.13591940945703646,1,0
CUST_0007,1,2014-01-10,12.28,2014,1,10,4,8.78,3.716180835212408,8.287142857142857,7.399999999999999,12.28,0.6742996629082879,0.1790073230268511,-0.0099999999999997,7.539999999999999,0.423255220411436,9.823333333333334,0.8937902952154733,0.12206979677544566,1,0
CUST_0007,1,2014-01-11,1.61,2014,1,11,5,6.256666666666667,5.4665924791714,8.202857142857143,-10.67,1.61,0.6674415901429734,0.1310008136696501,-7.569999999999999,-0.5900000000000001,0.8737228256533937,9.226666666666668,0.678106936416185,0.09089374329048189,1,0
CUST_0007,1,2014-01-12,14.6,2014,1,12,6,9.496666666666668,6.927859217199301,8.721428571428572,12.99,14.6,0.5973581213307241,0.1102739726027397,9.72,3.629999999999999,0.7295043050753913,8.783333333333333,1.081214421252372,0.07536926907802083,1,0
CUST_0007,1,2014-01-13,6.48,2014,1,13,0,7.563333333333333,6.562410634312159,8.76,-8.12,6.48,0.6,0.1102739726027397,-5.799999999999999,0.2700000000000004,0.8676611680447985,8.78,0.8614274867122247,0.11853070000648397,1,0
CUST_0007,1,2014-01-14,10.49,2014,1,14,1,10.523333333333332,4.060102625960743,8.502857142857142,4.01,10.49,0.5823874755381604,0.1102739726027397,8.88,-1.799999999999999,0.3858190648679831,6.256666666666667,1.6819392647842302,0.12560151760405036,1,0
CUST_0007,1,2014-01-15,7.04,2014,1,15,2,8.003333333333332,2.1716430031967318,8.197142857142858,-3.45,7.04,0.5614481409001957,0.1102739726027397,-7.56,-2.14,0.2713423161012159,9.496666666666668,0.8427518427518426,0.12636528616765275,1,0
CUST_0007,1,2014-01-16,7.79,2014,1,16,3,8.44,1.814524731162401,8.612857142857143,0.75,7.79,0.5899217221135029,0.1102739726027397,1.3099999999999996,2.91,0.2149910818912798,7.563333333333333,1.115910092551785,0.14312886183159873,1,0
CUST_0007,1,2014-01-17,8.36,2014,1,17,4,7.729999999999999,0.6620422947214071,8.052857142857144,0.5699999999999994,8.36,0.5515655577299414,0.1102739726027397,-2.130000000000001,-3.92,0.0856458337285132,10.523333333333332,0.7345581248020272,0.10488992494731703,1,0
CUST_0007,1,2014-01-18,9.56,2014,1,18,5,8.57,0.903493220782526,9.188571428571429,1.200000000000001,9.56,0.6293542074363991,0.4438356164383562,2.5200000000000005,7.95,0.1054251132768408,8.003333333333332,1.0708038317367763,0.08855545104336088,1,0
CUST_0007,1,2014-01-19,14.42,2014,1,19,6,10.78,3.208925053658931,9.162857142857144,4.859999999999999,14.42,0.635426986328512,0.449375866851595,6.63,-0.1799999999999997,0.2976739381872848,8.44,1.2772511848341237,0.07405275279998291,1,0
CUST_0007,1,2014-01-20,4.3,2014,1,20,0,9.426666666666668,5.06131735157294,8.851428571428572,-10.12,4.3,0.613829998018625,0.2981969486823855,-4.06,-2.1800000000000006,0.5369148534200431,7.729999999999999,1.2194911599827514,0.10092922515113495,1,0
CUST_0007,1,2014-01-21,5.9,2014,1,21,1,8.206666666666667,5.440049019386986,8.195714285714285,1.6000000000000003,5.9,0.5683574400634039,0.2981969486823855,-3.66,-4.59,0.6628816839220536,8.57,0.9576040451186308,0.12258992785084583,1,0
CUST_0007,1,2014-01-22,6.68,2014,1,22,2,5.626666666666666,1.213315018176778,8.144285714285713,0.7799999999999994,6.68,0.5647909649296611,0.2981969486823855,-7.74,-0.3600000000000003,0.2156365553631714,10.78,0.5219542362399504,0.08314403753555322,1,0
CUST_0007,1,2014-01-23,14.79,2014,1,23,3,9.123333333333331,4.9229496578101735,9.144285714285711,8.11,14.79,0.6182748961653627,0.290736984448952,10.489999999999998,6.999999999999999,0.5395998894201871,9.426666666666668,0.9678217821782176,0.07774186095276159,1,0
CUST_0007,1,2014-01-24,4.36,2014,1,24,4,8.61,5.476303497798489,8.572857142857142,-10.43,4.36,0.5796387520525451,0.290736984448952,-1.54,-3.999999999999999,0.6360398952146911,8.206666666666667,1.0491470349309504,0.10721459017349383,1,0
CUST_0007,1,2014-01-25,0.78,2014,1,25,5,6.6433333333333335,7.278752182437131,7.318571428571429,-3.58,0.78,0.4948324157249107,0.0527383367139959,-5.9,-8.780000000000001,1.0956475939443748,5.626666666666666,1.1806872037914693,0.07924869623414027,1,0
CUST_0007,1,2014-01-26,13.67,2014,1,26,6,6.2700000000000005,6.653878568173601,7.211428571428572,12.89,13.67,0.4875881387037574,0.0527383367139959,-1.1199999999999992,-0.75,1.061224652021308,9.123333333333331,0.6872488125685058,0.08514115542640516,1,0
CUST_0007,1,2014-01-27,6.28,2014,1,27,0,6.91,6.46805225705544,7.494285714285715,-7.39,6.28,0.5067130300396021,0.0527383367139959,1.92,1.9800000000000004,0.9360422947981824,8.61,0.802555168408827,0.1190530155982853,1,0
CUST_0007,1,2014-01-28,1.79,2014,1,28,1,7.246666666666667,5.998702637515324,6.9071428571428575,-4.49,1.79,0.467014391963682,0.0527383367139959,1.01,-4.11,0.8277878524630161,6.6433333333333335,1.090817862518816,0.12669402045109007,1,0
CUST_0007,1,2014-01-29,5.94,2014,1,29,2,4.670000000000001,2.499939999279973,6.801428571428572,4.15,5.94,0.4598667053028108,0.0527383367139959,-7.729999999999999,-0.7399999999999993,0.5353190576616643,6.2700000000000005,0.7448165869218502,0.12135829491995653,1,0
CUST_0007,1,2014-01-30,1.23,2014,1,30,3,2.986666666666667,2.5729425437295084,4.864285714285715,-4.710000000000001,1.23,0.355836555543944,0.0570592538405267,-5.050000000000001,-13.56,0.8614762981237193,6.91,0.432223830197781,0.04093966544598193,1,0
CUST_0008,1,2014-01-08,7.59,2014,1,8,2,10.623333333333331,2.740298037318812,9.875714285714285,-5.33,7.59,0.7643741707209198,0.5874613003095975,-2.01,-5.42,0.2579508663933617,9.833333333333334,1.0803389830508474,0.04865935031361468,1,0
CUST_0008,1,2014-01-09,2.88,2014,1,9,3,7.796666666666666,5.023189557774355,9.178571428571429,-4.71,2.88,0.7104157452454666,0.2229102167182662,-8.48,-4.88,0.6442739920189425,11.003333333333332,0.7085731596485914,0.09480556045381272,1,0
CUST_0008,1,2014-01-10,8.37,2014,1,10,4,6.28,2.97020201333175,9.252857142857142,5.489999999999999,8.37,0.7161654135338346,0.2229102167182662,-4.550000000000001,0.5199999999999996,0.4729621040337181,11.293333333333331,0.5560802833530107,0.10335454559225843,1,0
CUST_0008,1,2014-01-11,9.99,2014,1,11,5,7.080000000000001,3.726405775006257,8.958571428571428,1.620000000000001,9.99,0.6933878814683768,0.2229102167182662,2.4000000000000004,-2.0600000000000005,0.526328499294669,10.623333333333331,0.6664574835268279,0.12580282346665705,1,0
CUST_0008,1,2014-01-12,5.96,2014,1,12,6,8.106666666666667,2.027864229511759,8.438571428571429,-4.03,5.96,0.653140203449801,0.2229102167182662,3.08,-3.64,0.2501477256799044,7.796666666666666,1.039760581445062,0.12093632773307134,1,0
CUST_0008,1,2014-01-13,14.5,2014,1,13,0,10.15,4.272247651997716,8.887142857142857,8.54,14.5,0.6129064039408867,0.1986206896551724,6.130000000000001,3.140000000000001,0.4209110987189867,6.28,1.6162420382165603,0.09424677572749529,1,0
CUST_0008,1,2014-01-14,10.57,2014,1,14,1,10.343333333333334,4.274509718474544,8.551428571428572,-3.93,10.57,0.5897536945812808,0.1986206896551724,0.5800000000000001,-2.35,0.413262299562476,7.080000000000001,1.4609227871939734,0.13409168107482317,1,0
CUST_0008,1,2014-01-15,8.19,2014,1,15,2,11.086666666666666,3.1865707795894527,8.637142857142857,-2.380000000000001,8.19,0.5956650246305418,0.1986206896551724,2.2299999999999995,0.5999999999999996,0.2874237023081286,8.106666666666667,1.367598684210526,0.13445827622308604,1,0
CUST_0008,1,2014-01-16,4.91,2014,1,16,3,7.890000000000001,2.841900772370491,8.927142857142858,-3.28,4.91,0.615665024630542,0.3386206896551724,-9.59,2.03,0.3601902119607719,10.15,0.7773399014778325,0.0993078826459392,1,0
CUST_0008,1,2014-01-17,9.21,2014,1,17,4,7.436666666666667,2.246805139155001,9.047142857142855,4.300000000000001,9.21,0.6239408866995074,0.3386206896551724,-1.3599999999999994,0.8400000000000016,0.3021252988554461,10.343333333333334,0.7189816306799871,0.12255792839699214,1,0
CUST_0008,1,2014-01-18,0.78,2014,1,18,5,4.966666666666667,4.215285676360895,7.731428571428572,-8.430000000000001,0.78,0.5332019704433498,0.0537931034482758,-7.409999999999999,-9.21,0.8487152368511869,11.086666666666666,0.4479855682501503,0.08424795366044674,1,0
CUST_0008,1,2014-01-19,13.59,2014,1,19,6,7.859999999999999,6.510829440247993,8.821428571428571,12.81,13.59,0.6083743842364532,0.0537931034482758,8.68,7.63,0.8283498015582689,7.890000000000001,0.9961977186311786,0.09558329358116346,1,0
CUST_0008,1,2014-01-20,2.74,2014,1,20,0,5.703333333333333,6.900002415458514,7.141428571428572,-10.85,2.74,0.525491432776201,0.0573951434878587,-6.470000000000001,-11.76,1.209819242920838,7.436666666666667,0.7669206633796503,0.08058298981926071,1,0
CUST_0008,1,2014-01-21,0.26,2014,1,21,1,5.53,7.089449908138148,5.668571428571428,-2.4800000000000004,0.26,0.4171134237359403,0.0191317144959529,-0.52,-10.31,1.2819981750701894,4.966666666666667,1.1134228187919464,0.055707066702410435,1,0
CUST_0008,1,2014-01-22,13.33,2014,1,22,2,5.4433333333333325,6.941702480900008,6.402857142857143,13.07,13.33,0.4711447492904447,0.0191317144959529,-0.2599999999999998,5.140000000000001,1.275266836662586,7.859999999999999,0.6925360474978794,0.06010947231395791,1,0
CUST_0008,1,2014-01-23,11.33,2014,1,23,3,8.306666666666667,7.040002367423844,7.319999999999999,-2.0,11.33,0.5386313465783664,0.0191317144959529,8.59,6.42,0.8475123235261449,5.703333333333333,1.45645821157218,0.10319391235402214,1,0
CUST_0008,1,2014-01-24,13.04,2014,1,24,4,12.566666666666665,1.0807559083036862,7.867142857142856,1.709999999999999,13.04,0.5788920424682014,0.0191317144959529,12.78,3.8299999999999983,0.0860017964167389,5.53,2.2724532851115127,0.05180611535908608,1,0
CUST_0008,1,2014-01-25,4.29,2014,1,25,5,9.553333333333333,4.637675423456597,8.368571428571428,-8.75,4.29,0.615788920424682,0.0191317144959529,-9.04,3.51,0.4854510212969222,5.4433333333333325,1.7550520514390693,0.09569926606486051,1,0
CUST_0008,1,2014-01-26,12.36,2014,1,26,6,9.896666666666668,4.867405195104812,8.192857142857141,8.07,12.36,0.6146179401993355,0.0195048762190547,1.0299999999999994,-1.2300000000000004,0.4918226872790312,8.306666666666667,1.1914125200642054,0.13064953393317158,1,0
CUST_0008,1,2014-01-27,4.17,2014,1,27,0,6.94,4.694241152731715,8.397142857142857,-8.19,4.17,0.6299432000857357,0.0195048762190547,-8.87,1.4299999999999995,0.6764036243129272,12.566666666666665,0.5522546419098144,0.08854101997876673,1,0
CUST_0008,1,2014-01-28,10.11,2014,1,28,1,8.88,4.231276403167251,9.804285714285712,5.94,10.11,0.7355053048976529,0.3128282070517629,5.819999999999999,9.85,0.4764950904467624,9.553333333333333,0.9295184926727148,0.09137992217452506,1,0
CUST_0008,1,2014-01-29,6.62,2014,1,29,2,6.966666666666666,2.9851353961476046,8.845714285714285,-3.4899999999999998,6.62,0.6783523225241017,0.3197852760736197,-5.739999999999999,-6.71,0.4284883343752543,9.896666666666668,0.7039407207814078,0.11167734480606689,1,0
CUST_0008,1,2014-01-30,2.02,2014,1,30,3,6.249999999999999,4.057671746211118,7.515714285714286,-4.6,2.02,0.5763584574934268,0.1549079754601227,-2.15,-9.31,0.6492274793937789,6.94,0.9005763688760805,0.1227671853765046,1,0
CUST_0009,1,2014-01-08,0.87,2014,1,8,2,1.5266666666666662,1.7499809522772944,5.184285714285714,0.6699999999999999,0.87,0.3892106392106392,0.015015015015015,-12.45,-8.190000000000001,1.146275732932726,7.593333333333334,0.2010535557506584,0.0048291087767122765,1,0
CUST_0009,1,2014-01-09,0.71,2014,1,9,3,0.5933333333333327,0.3499047489436953,4.01,-0.16,0.71,0.301051051051051,0.015015015015015,-2.8,-8.219999999999999,0.5897271049612849,6.013333333333333,0.0986696230598668,-0.01326358965227481,-1,1
CUST_0009,1,2014-01-10,7.99,2014,1,10,4,3.1899999999999995,4.157691667259612,3.9728571428571433,7.28,7.99,0.2982625482625483,0.015015015015015,7.79,-0.2599999999999998,1.3033516198305994,5.676666666666666,0.5619495008807985,0.009700161032852095,1,0
CUST_0009,1,2014-01-11,0.18,2014,1,11,5,2.9599999999999995,4.364160858630214,3.825714285714286,-7.81,0.18,0.2872157872157872,0.0135135135135135,-0.69,-1.03,1.4743786684561535,1.5266666666666662,1.938864628820961,-0.04192002603031797,-1,1
CUST_0009,1,2014-01-12,13.39,2014,1,12,6,7.1866666666666665,6.64153847638733,3.835714285714286,13.21,13.39,0.2864611117038301,0.0134428678117998,12.68,0.0700000000000002,0.9241472833563076,0.5933333333333327,12.112359550561813,-0.09692319272121486,-1,1
CUST_0009,1,2014-01-13,14.46,2014,1,13,0,9.343333333333334,7.953693062554862,5.4,1.0700000000000005,14.46,0.3734439834024896,0.0124481327800829,6.470000000000001,10.95,0.8512693252823612,3.1899999999999995,2.9289446185997914,-0.0005745750334157362,-1,1
CUST_0009,1,2014-01-14,5.46,2014,1,14,1,11.103333333333332,4.916465532609105,6.151428571428572,-9.0,5.46,0.4254099980241059,0.0124481327800829,5.28,5.26,0.4427918522313814,2.9599999999999995,3.751126126126127,0.020202989425064488,1,0
CUST_0009,1,2014-01-15,4.37,2014,1,15,2,8.096666666666666,5.537692058369925,6.651428571428572,-1.09,4.37,0.4599881446354475,0.0124481327800829,-9.02,3.5,0.6839471459493527,7.1866666666666665,1.1266233766233764,0.1136881849065246,1,0
CUST_0009,1,2014-01-16,11.95,2014,1,16,3,7.259999999999999,4.098060516878685,8.257142857142858,7.579999999999999,11.95,0.5710333926101562,0.0124481327800829,-2.5100000000000016,11.239999999999998,0.5644711455755765,9.343333333333334,0.7770246164823402,0.10776771456225737,1,0
CUST_0009,1,2014-01-17,6.35,2014,1,17,4,7.556666666666665,3.931428917497216,8.022857142857143,-5.6,6.35,0.5548310610551275,0.0124481327800829,0.8899999999999997,-1.6400000000000006,0.5202596714817667,11.103333333333332,0.6805764034824375,0.12494502893013015,1,0
CUST_0009,1,2014-01-18,5.68,2014,1,18,5,7.993333333333332,3.442910590377468,8.808571428571428,-0.6699999999999999,5.68,0.6091681485872357,0.3022130013831258,1.3099999999999996,5.5,0.4307227594300419,8.096666666666666,0.987237546315356,0.12781824126823865,1,0
CUST_0009,1,2014-01-19,3.02,2014,1,19,6,5.016666666666666,1.7613157960267471,7.327142857142857,-2.66,3.02,0.5067180399130606,0.2088520055325034,-8.93,-10.37,0.3510928497063284,7.259999999999999,0.6910009182736455,0.08357337971555473,1,0
CUST_0009,1,2014-01-20,11.28,2014,1,20,0,6.659999999999999,4.216301696985166,6.872857142857143,8.26,11.28,0.5751344889420203,0.2527196652719665,4.93,-3.180000000000001,0.6330783328806556,7.556666666666665,0.8813409792677549,0.11364902150298456,1,0
CUST_0009,1,2014-01-21,13.59,2014,1,21,1,9.296666666666663,5.557106561272091,8.034285714285714,2.3100000000000005,13.59,0.5911910017870282,0.2222222222222222,7.91,8.129999999999999,0.5977525881612147,7.993333333333332,1.1630525437864887,0.10728015784447514,1,0
CUST_0009,1,2014-01-22,5.33,2014,1,22,2,10.066666666666665,4.261576390648573,8.171428571428573,-8.26,5.33,0.6012824555870915,0.2222222222222222,2.31,0.96,0.4233354030445603,5.016666666666666,2.006644518272425,0.10260929626870052,1,0
CUST_0009,1,2014-01-23,5.71,2014,1,23,3,8.209999999999999,4.663089104874577,7.279999999999999,0.3799999999999999,5.71,0.5356880058866813,0.2222222222222222,-5.569999999999999,-6.239999999999999,0.5679767484621897,6.659999999999999,1.2327327327327329,0.12627174350204567,1,0
CUST_0009,1,2014-01-24,3.43,2014,1,24,4,4.823333333333333,1.2215290963924392,6.862857142857143,-2.28,3.43,0.5049931672448229,0.2222222222222222,-10.16,-2.9199999999999995,0.2532541319403813,9.296666666666663,0.5188239512370025,0.08372992775357169,1,0
CUST_0009,1,2014-01-25,14.26,2014,1,25,5,7.8,5.709492096500353,8.088571428571429,10.83,14.26,0.5672209977960329,0.211781206171108,8.93,8.58,0.731986166217994,10.066666666666665,0.7748344370860929,0.07868469633432806,1,0
CUST_0009,1,2014-01-26,14.25,2014,1,26,6,10.646666666666668,6.249818664036046,9.69285714285714,-0.0099999999999997,14.25,0.6797235023041474,0.2405329593267882,8.54,11.23,0.5870211644366982,8.209999999999999,1.2967925294356475,0.06267916718865674,1,0
CUST_0009,1,2014-01-27,0.94,2014,1,27,0,9.816666666666666,7.687420460293121,8.215714285714286,-13.31,0.94,0.5761370466840313,0.0659186535764375,-2.49,-10.34,0.7830988584339342,4.823333333333333,2.0352453351762265,0.021374309513847,1,0
CUST_0009,1,2014-01-28,7.85,2014,1,28,1,7.68,6.656628275636247,7.395714285714286,6.91,7.85,0.5186335403726708,0.0659186535764375,-6.41,-5.74,0.8667484733901363,7.8,0.9846153846153846,0.11642972446094302,1,0
CUST_0009,1,2014-01-29,13.57,2014,1,29,2,7.453333333333333,6.324336592349693,8.572857142857142,5.720000000000001,13.57,0.6011821278300942,0.0659186535764375,-0.6799999999999997,8.24,0.8485245875245563,10.646666666666668,0.7000626174076393,0.1071743171007789,1,0
CUST_0009,1,2014-01-30,2.01,2014,1,30,3,7.809999999999999,5.780103805296233,8.044285714285715,-11.56,2.01,0.5641154077339211,0.0659186535764375,1.0699999999999998,-3.7,0.7400901159150107,9.816666666666666,0.795585738539898,0.10917667974961681,1,0
